,Timestamp,Open,High,Low,Close,Volume
0,2018-05-16 11:00:00,0.00010895,0.00010895,0.00010895,0.00010895,0.0
1,2018-05-16 10:00:00,0.00010374,0.00010895,0.00010007,0.00010895,164.264
2,2018-05-16 09:00:00,0.00010438,0.00010968,0.00010153,0.00010374,207.795
3,2018-05-16 08:00:00,0.00010217,0.00010973,0.00010004,0.00010438,165.189
4,2018-05-16 07:00:00,0.00010808,0.00010985,0.00010035,0.00010217,222.852
5,2018-05-16 06:00:00,0.00010366,0.00010935,0.00010045,0.00010808,172.84
6,2018-05-16 05:00:00,0.00010724,0.00010977,0.00010003,0.00010366,174.199
7,2018-05-16 04:00:00,0.00010017,0.00010983,0.00010007,0.00010724,146.866
8,2018-05-16 03:00:00,0.00010651,0.00010951,0.00010017,0.00010017,141.214
9,2018-05-16 02:00:00,0.00010245,0.00010989,0.00010032,0.00010651,187.878
10,2018-05-16 01:00:00,0.00010882,0.00010999,0.00010006,0.00010245,182.759
11,2018-05-16 00:00:00,0.00010981,0.00010995,0.00010022,0.00010882,207.389
12,2018-05-15 23:00:00,0.00010319,0.00010993,0.00010006,0.00010981,213.622
13,2018-05-15 22:00:00,0.00010338,0.0001099,0.00010016,0.00010319,203.593
14,2018-05-15 21:00:00,0.00010621,0.00010934,0.00010023,0.00010338,137.298
15,2018-05-15 20:00:00,0.00010089,0.00010953,0.00010021,0.00010621,165.552
16,2018-05-15 19:00:00,0.00010501,0.00010997,0.0001,0.00010089,182.659
17,2018-05-15 18:00:00,0.0001028,0.00010985,0.00010017,0.00010501,181.135
18,2018-05-15 17:00:00,0.00010891,0.00010929,0.0001,0.0001028,172.014
19,2018-05-15 16:00:00,0.00010373,0.00010934,0.00010025,0.00010891,197.275
20,2018-05-15 15:00:00,0.00010159,0.00010982,0.00010019,0.00010373,166.041
21,2018-05-15 14:00:00,0.00010623,0.00011,0.00010025,0.00010159,206.313
22,2018-05-15 13:00:00,0.0001005,0.00010973,0.00010018,0.00010623,162.125
23,2018-05-15 12:00:00,0.00010455,0.00010988,9.649e-05,0.0001005,125.668
24,2018-05-15 11:00:00,9.725e-05,0.00010719,9.596e-05,0.00010455,158.852
25,2018-05-15 10:00:00,0.00010492,0.00010711,9.589e-05,9.725e-05,169.307
26,2018-05-15 09:00:00,0.0001072,0.0001072,9.596e-05,0.00010492,193.044
27,2018-05-15 08:00:00,0.00010576,0.0001072,9.603e-05,0.0001072,163.878
28,2018-05-15 07:00:00,0.00010385,0.00010697,9.6e-05,0.00010576,183.806
29,2018-05-15 06:00:00,0.00010341,0.00010689,9.603e-05,0.00010385,206.354
30,2018-05-15 05:00:00,0.00010414,0.00010714,9.582e-05,0.00010341,214.441
31,2018-05-15 04:00:00,9.615e-05,0.00010715,9.583e-05,0.00010414,178.427
32,2018-05-15 03:00:00,0.00010581,0.00011313,9.586e-05,9.615e-05,165.017
33,2018-05-15 02:00:00,0.00011067,0.00011292,9.987e-05,0.00010581,161.647
34,2018-05-15 01:00:00,0.00010128,0.00011154,9.994e-05,0.00011067,179.837
35,2018-05-15 00:00:00,0.00010388,0.00011286,0.00010042,0.00010128,146.624
36,2018-05-14 23:00:00,0.00010027,0.00011302,9.992e-05,0.00010388,145.294
37,2018-05-14 22:00:00,0.0001071,0.00011304,0.00010027,0.00010027,181.689
38,2018-05-14 21:00:00,0.00010443,0.00011299,9.986e-05,0.0001071,226.078
39,2018-05-14 20:00:00,0.00011123,0.00011225,0.00010023,0.00010443,191.084
