,Timestamp,Open,High,Low,Close,Volume
0,2018-04-20 00:00:00,0.0002294,0.0002306,0.0002232,0.0002294,3094.0391
1,2018-04-20 01:00:00,0.0002306,0.0002307,0.000223,0.000223,8693.9535
2,2018-04-20 02:00:00,0.000227,0.000227,0.000227,0.000227,191.1286
3,2018-04-20 03:00:00,0.0002307,0.000232,0.0002307,0.0002307,10268.7353
4,2018-04-20 04:00:00,0.0002409,0.0002409,0.000231,0.000231,1866.8377
5,2018-04-20 05:00:00,0.000231,0.0002311,0.0002081,0.0002081,13162.2551
6,2018-04-20 06:00:00,0.0002213,0.0002234,0.0002213,0.0002213,313.722
7,2018-04-20 07:00:00,0.0002192,0.0002193,0.0002191,0.0002193,283.551
8,2018-04-20 08:00:00,0.0002193,0.0002316,0.0002184,0.0002303,3829.0946
9,2018-04-20 09:00:00,0.0002284,0.0002284,0.0002201,0.0002201,345.7453
10,2018-04-20 10:00:00,0.0002179,0.0002181,0.0002179,0.0002181,501.0882
11,2018-04-20 11:00:00,0.0002242,0.0002242,0.0002242,0.0002242,420.2902
12,2018-04-20 12:00:00,0.0002242,0.0002468,0.0002242,0.0002468,5993.6172
13,2018-04-20 13:00:00,0.0002357,0.0002472,0.0002271,0.000242,33049.8869
14,2018-04-20 14:00:00,0.000242,0.000242,0.000242,0.000242,1143.1806
15,2018-04-20 15:00:00,0.0002478,0.00031,0.000242,0.0002531,21131.3877
16,2018-04-20 16:00:00,0.0002602,0.0002602,0.0002421,0.000259,13960.2017
17,2018-04-20 17:00:00,0.0002516,0.0002555,0.000248,0.000248,2050.8223
18,2018-04-20 18:00:00,0.0002481,0.0002645,0.0002481,0.0002481,18172.9448
19,2018-04-20 19:00:00,0.000248,0.000262,0.000244,0.0002569,8302.1449
20,2018-04-20 20:00:00,0.000256,0.000259,0.000256,0.000259,1411.4973
21,2018-04-20 21:00:00,0.0002646,0.0003,0.0002646,0.0002967,27001.315
22,2018-04-20 22:00:00,0.000297,0.000303,0.0002729,0.0002979,10883.3362
23,2018-04-20 23:00:00,0.0002976,0.0002976,0.0002778,0.0002908,9994.2428
24,2018-04-21 00:00:00,0.0002848,0.0002848,0.000278,0.0002848,9545.5313
25,2018-04-21 01:00:00,,,,,0.0
26,2018-04-21 02:00:00,0.0002848,0.0002976,0.0002848,0.0002976,13902.9784
27,2018-04-21 03:00:00,0.0002976,0.00032,0.0002976,0.00032,26480.0611
28,2018-04-21 04:00:00,0.000313,0.00033,0.000313,0.0003211,6236.0065
29,2018-04-21 05:00:00,0.000323,0.000338,0.0003221,0.0003376,17195.5826
30,2018-04-21 06:00:00,0.00033,0.000336,0.00032,0.00032,6193.8466
31,2018-04-21 07:00:00,0.0003201,0.000325,0.0003134,0.0003134,5754.9006
32,2018-04-21 08:00:00,0.0003134,0.0003134,0.0002589,0.0002994,30586.8914
33,2018-04-21 09:00:00,0.0003006,0.0003007,0.00028,0.00028,28267.9796
34,2018-04-21 10:00:00,0.00028,0.0003006,0.00028,0.0003006,18437.0382
35,2018-04-21 11:00:00,0.0003007,0.0003007,0.0002707,0.0002753,2160.8882
36,2018-04-21 12:00:00,,,,,0.0
37,2018-04-21 13:00:00,0.0002734,0.0002807,0.0002734,0.0002807,75.8295
38,2018-04-21 14:00:00,0.0002736,0.0002857,0.0002736,0.0002857,1525.7256
39,2018-04-21 15:00:00,0.0002735,0.0002736,0.0002676,0.0002676,2740.0
40,2018-04-21 16:00:00,,,,,0.0
41,2018-04-21 17:00:00,0.000281,0.000282,0.0002804,0.0002805,15698.7725
42,2018-04-21 18:00:00,0.0002861,0.0002863,0.0002861,0.0002863,2061.8939
43,2018-04-21 19:00:00,0.0002862,0.0002863,0.0002833,0.0002833,1061.8422
44,2018-04-21 20:00:00,0.0002863,0.0002899,0.0002806,0.0002806,4325.0685
45,2018-04-21 21:00:00,0.0002805,0.0002805,0.0002805,0.0002805,59.412
46,2018-04-21 22:00:00,,,,,0.0
47,2018-04-21 23:00:00,,,,,0.0
48,2018-04-22 00:00:00,,,,,0.0
49,2018-04-22 01:00:00,0.0002745,0.0002745,0.0002745,0.0002745,141.6457
50,2018-04-22 02:00:00,0.000294,0.0003,0.000294,0.0002973,12603.9793
51,2018-04-22 03:00:00,0.0002804,0.0002804,0.0002804,0.0002804,310.8489
52,2018-04-22 04:00:00,0.0002803,0.0002827,0.0002777,0.0002827,1347.0097
53,2018-04-22 05:00:00,0.0002779,0.0002779,0.0002779,0.0002779,143.4165
54,2018-04-22 06:00:00,0.0002779,0.0002779,0.000273,0.000273,574.3339
55,2018-04-22 07:00:00,0.0002741,0.0002751,0.0002741,0.0002751,93.3504
56,2018-04-22 08:00:00,0.000275,0.0002944,0.000275,0.00028,1987.3767
57,2018-04-22 09:00:00,,,,,0.0
58,2018-04-22 10:00:00,,,,,0.0
59,2018-04-22 11:00:00,0.0002764,0.0002764,0.0002764,0.0002764,19.9862
60,2018-04-22 12:00:00,0.0002758,0.000278,0.0002703,0.0002703,6681.17
61,2018-04-22 13:00:00,0.0002738,0.0002935,0.0002738,0.0002935,1801.0
62,2018-04-22 14:00:00,,,,,0.0
63,2018-04-22 15:00:00,0.0002756,0.000288,0.0002756,0.000288,506.6484
64,2018-04-22 16:00:00,0.0002758,0.0002758,0.0002758,0.0002758,6.1664
65,2018-04-22 17:00:00,0.000271,0.0002934,0.000271,0.0002934,5018.1913
66,2018-04-22 18:00:00,0.0002935,0.0003007,0.00029,0.00029,7945.2339
67,2018-04-22 19:00:00,0.00029,0.0002902,0.0002715,0.000278,8589.6046
68,2018-04-22 20:00:00,0.0002996,0.0003007,0.0002996,0.0003006,10379.6811
69,2018-04-22 21:00:00,0.0003006,0.0003006,0.0002683,0.0002716,21294.3437
70,2018-04-22 22:00:00,0.0002685,0.0002685,0.0002683,0.0002683,1852.8421
71,2018-04-22 23:00:00,0.0002682,0.0002684,0.0002682,0.0002683,342.3344
72,2018-04-23 00:00:00,0.0002834,0.0002834,0.0002683,0.0002683,583.6583
73,2018-04-23 01:00:00,,,,,0.0
74,2018-04-23 02:00:00,,,,,0.0
75,2018-04-23 03:00:00,0.0002683,0.0002683,0.0002683,0.0002683,13.3549
76,2018-04-23 04:00:00,0.0002686,0.0002686,0.0002686,0.0002686,51.5818
